participant_id,split,video_name,label,frame_count
1483,trainval,q_10_main,1,28
1483,trainval,q_11_main,1,28
1483,trainval,q_12_main,1,29
1483,trainval,q_13_main,0,30
1483,trainval,q_14_main,0,30
1483,trainval,q_15_main,1,30
1483,trainval,q_16_main,1,29
1483,trainval,q_17_main,1,29
1483,trainval,q_18_main,0,29
1483,trainval,q_19_main,0,29
1483,trainval,q_21_main,1,29
1483,trainval,q_22_main,1,29
1483,trainval,q_23_main,0,29
1483,trainval,q_24_main,0,29
1483,trainval,q_25_main,0,30
1483,trainval,q_26_main,1,28
1483,trainval,q_27_main,1,30
1483,trainval,q_28_main,0,29
1483,trainval,q_29_main,0,29
1483,trainval,q_2_main,1,29
1483,trainval,q_30_main,0,29
1483,trainval,q_3_main,0,28
1483,trainval,q_4_main,0,30
1483,trainval,q_5_main,0,28
1483,trainval,q_6_main,1,30
1483,trainval,q_7_main,1,29
1483,trainval,q_8_main,0,30
1483,trainval,q_9_main,0,29
1676,trainval,q_10_main,0,30
1676,trainval,q_11_main,1,29
1676,trainval,q_12_main,1,29
1676,trainval,q_13_main,0,29
1676,trainval,q_14_main,0,29
1676,trainval,q_15_main,1,30
1676,trainval,q_16_main,1,30
1676,trainval,q_17_main,0,30
1676,trainval,q_18_main,0,30
1676,trainval,q_19_main,0,29
1676,trainval,q_1_main,0,30
1676,trainval,q_20_main,0,30
1676,trainval,q_21_main,0,30
1676,trainval,q_22_main,0,29
1676,trainval,q_23_main,0,30
1676,trainval,q_24_main,0,30
1676,trainval,q_25_main,0,30
1676,trainval,q_26_main,0,29
1676,trainval,q_27_main,1,29
1676,trainval,q_28_main,0,29
1676,trainval,q_29_main,0,30
1676,trainval,q_2_main,1,30
1676,trainval,q_30_main,0,30
1676,trainval,q_3_main,1,30
1676,trainval,q_4_main,0,30
1676,trainval,q_5_main,0,30
1676,trainval,q_6_main,0,29
1676,trainval,q_7_main,1,30
1676,trainval,q_8_main,0,30
1676,trainval,q_9_main,1,30
2103,trainval,q_10_main,1,30
2103,trainval,q_11_main,1,28
2103,trainval,q_12_main,1,30
2103,trainval,q_13_main,1,30
2103,trainval,q_14_main,0,29
2103,trainval,q_15_main,1,29
2103,trainval,q_16_main,1,30
2103,trainval,q_17_main,1,29
2103,trainval,q_18_main,1,30
2103,trainval,q_19_main,1,30
2103,trainval,q_1_main,1,29
2103,trainval,q_20_main,1,29
2103,trainval,q_21_main,0,30
2103,trainval,q_22_main,1,29
2103,trainval,q_23_main,0,30
2103,trainval,q_24_main,0,29
2103,trainval,q_25_main,0,30
2103,trainval,q_26_main,0,29
2103,trainval,q_27_main,0,29
2103,trainval,q_28_main,1,30
2103,trainval,q_29_main,0,29
2103,trainval,q_2_main,1,30
2103,trainval,q_30_main,1,29
2103,trainval,q_3_main,1,30
2103,trainval,q_4_main,1,29
2103,trainval,q_5_main,0,30
2103,trainval,q_6_main,0,30
2103,trainval,q_7_main,1,30
2103,trainval,q_8_main,0,30
2103,trainval,q_9_main,1,29
2698,trainval,q_10_main,0,30
2698,trainval,q_11_main,1,27
2698,trainval,q_12_main,1,30
2698,trainval,q_13_main,1,29
2698,trainval,q_14_main,0,29
2698,trainval,q_15_main,1,29
2698,trainval,q_16_main,1,30
2698,trainval,q_17_main,1,30
2698,trainval,q_18_main,0,29
2698,trainval,q_19_main,1,30
2698,trainval,q_1_main,0,29
2698,trainval,q_20_main,0,29
2698,trainval,q_21_main,1,29
2698,trainval,q_22_main,1,30
2698,trainval,q_23_main,0,30
2698,trainval,q_24_main,0,30
2698,trainval,q_25_main,0,29
2698,trainval,q_26_main,0,30
2698,trainval,q_27_main,0,29
2698,trainval,q_28_main,0,29
2698,trainval,q_29_main,0,28
2698,trainval,q_2_main,1,30
2698,trainval,q_30_main,0,30
2698,trainval,q_3_main,1,29
2698,trainval,q_4_main,0,29
2698,trainval,q_5_main,0,29
2698,trainval,q_6_main,1,30
2698,trainval,q_7_main,1,29
2698,trainval,q_8_main,0,29
2698,trainval,q_9_main,1,29
2946,trainval,q_10_main,0,29
2946,trainval,q_11_main,1,29
2946,trainval,q_12_main,1,29
2946,trainval,q_13_main,0,29
2946,trainval,q_14_main,0,29
2946,trainval,q_15_main,1,29
2946,trainval,q_16_main,1,29
2946,trainval,q_17_main,1,28
2946,trainval,q_18_main,1,29
2946,trainval,q_19_main,1,29
2946,trainval,q_1_main,0,28
2946,trainval,q_20_main,0,28
2946,trainval,q_21_main,1,29
2946,trainval,q_22_main,0,28
2946,trainval,q_23_main,0,30
2946,trainval,q_24_main,0,30
2946,trainval,q_25_main,1,30
2946,trainval,q_26_main,0,28
2946,trainval,q_27_main,1,29
2946,trainval,q_28_main,1,29
2946,trainval,q_29_main,0,29
2946,trainval,q_2_main,1,30
2946,trainval,q_30_main,0,29
2946,trainval,q_3_main,1,30
2946,trainval,q_4_main,0,29
2946,trainval,q_5_main,0,29
2946,trainval,q_6_main,1,30
2946,trainval,q_7_main,1,29
2946,trainval,q_8_main,1,30
2946,trainval,q_9_main,0,29
3157,trainval,q_10_main,0,29
3157,trainval,q_11_main,1,29
3157,trainval,q_12_main,1,29
3157,trainval,q_13_main,1,29
3157,trainval,q_14_main,0,29
3157,trainval,q_15_main,1,29
3157,trainval,q_16_main,1,30
3157,trainval,q_17_main,1,29
3157,trainval,q_18_main,0,29
3157,trainval,q_19_main,1,29
3157,trainval,q_1_main,0,28
3157,trainval,q_20_main,0,29
3157,trainval,q_21_main,0,29
3157,trainval,q_22_main,1,28
3157,trainval,q_23_main,0,29
3157,trainval,q_24_main,0,29
3157,trainval,q_25_main,0,29
3157,trainval,q_26_main,1,29
3157,trainval,q_27_main,1,28
3157,trainval,q_28_main,1,29
3157,trainval,q_29_main,0,29
3157,trainval,q_2_main,1,29
3157,trainval,q_30_main,1,29
3157,trainval,q_3_main,1,30
3157,trainval,q_4_main,1,29
3157,trainval,q_5_main,0,30
3157,trainval,q_6_main,1,29
3157,trainval,q_7_main,1,30
3157,trainval,q_8_main,0,29
3157,trainval,q_9_main,1,29
3203,trainval,q_10_main,0,29
3203,trainval,q_11_main,1,28
3203,trainval,q_12_main,1,29
3203,trainval,q_13_main,1,30
3203,trainval,q_14_main,0,30
3203,trainval,q_15_main,1,29
3203,trainval,q_16_main,0,29
3203,trainval,q_17_main,1,30
3203,trainval,q_18_main,0,29
3203,trainval,q_19_main,0,30
3203,trainval,q_1_main,1,30
3203,trainval,q_20_main,0,30
3203,trainval,q_21_main,1,29
3203,trainval,q_22_main,0,30
3203,trainval,q_23_main,0,29
3203,trainval,q_24_main,0,29
3203,trainval,q_25_main,0,29
3203,trainval,q_26_main,0,30
3203,trainval,q_27_main,1,30
3203,trainval,q_28_main,0,28
3203,trainval,q_29_main,0,29
3203,trainval,q_2_main,1,29
3203,trainval,q_30_main,0,29
3203,trainval,q_3_main,1,29
3203,trainval,q_4_main,1,29
3203,trainval,q_5_main,0,29
3203,trainval,q_6_main,1,29
3203,trainval,q_7_main,1,29
3203,trainval,q_8_main,1,29
3203,trainval,q_9_main,1,29
3339,trainval,q_10_main,0,29
3339,trainval,q_11_main,1,29
3339,trainval,q_12_main,1,29
3339,trainval,q_13_main,0,29
3339,trainval,q_14_main,1,29
3339,trainval,q_15_main,1,28
3339,trainval,q_16_main,1,29
3339,trainval,q_17_main,0,29
3339,trainval,q_18_main,0,29
3339,trainval,q_19_main,0,27
3339,trainval,q_1_main,0,28
3339,trainval,q_20_main,0,29
3339,trainval,q_21_main,1,28
3339,trainval,q_22_main,0,28
3339,trainval,q_23_main,0,30
3339,trainval,q_24_main,0,29
3339,trainval,q_25_main,0,30
3339,trainval,q_26_main,0,29
3339,trainval,q_27_main,0,28
3339,trainval,q_28_main,0,29
3339,trainval,q_29_main,0,29
3339,trainval,q_2_main,1,29
3339,trainval,q_30_main,0,28
3339,trainval,q_3_main,1,29
3339,trainval,q_4_main,1,28
3339,trainval,q_5_main,0,30
3339,trainval,q_6_main,1,28
3339,trainval,q_7_main,1,30
3339,trainval,q_8_main,1,29
3339,trainval,q_9_main,1,29
3882,trainval,q_10_main,0,30
3882,trainval,q_11_main,1,29
3882,trainval,q_12_main,1,30
3882,trainval,q_13_main,1,29
3882,trainval,q_14_main,0,30
3882,trainval,q_15_main,1,29
3882,trainval,q_16_main,1,30
3882,trainval,q_17_main,0,30
3882,trainval,q_18_main,0,30
3882,trainval,q_19_main,0,30
3882,trainval,q_1_main,0,30
3882,trainval,q_20_main,0,30
3882,trainval,q_21_main,0,28
3882,trainval,q_22_main,0,30
3882,trainval,q_23_main,0,30
3882,trainval,q_24_main,1,29
3882,trainval,q_25_main,1,29
3882,trainval,q_26_main,1,29
3882,trainval,q_27_main,0,29
3882,trainval,q_28_main,0,30
3882,trainval,q_29_main,1,30
3882,trainval,q_2_main,1,30
3882,trainval,q_30_main,0,29
3882,trainval,q_3_main,1,29
3882,trainval,q_4_main,1,30
3882,trainval,q_5_main,0,30
3882,trainval,q_6_main,1,29
3882,trainval,q_7_main,1,30
3882,trainval,q_8_main,0,29
3882,trainval,q_9_main,1,30
5099,trainval,q_10_main,0,30
5099,trainval,q_11_main,1,30
5099,trainval,q_12_main,1,29
5099,trainval,q_13_main,1,29
5099,trainval,q_14_main,1,29
5099,trainval,q_15_main,1,28
5099,trainval,q_16_main,1,30
5099,trainval,q_17_main,0,30
5099,trainval,q_18_main,0,29
5099,trainval,q_19_main,0,29
5099,trainval,q_1_main,0,29
5099,trainval,q_20_main,0,28
5099,trainval,q_21_main,0,29
5099,trainval,q_22_main,0,29
5099,trainval,q_23_main,1,30
5099,trainval,q_24_main,0,29
5099,trainval,q_25_main,1,28
5099,trainval,q_26_main,0,29
5099,trainval,q_27_main,0,29
5099,trainval,q_28_main,0,29
5099,trainval,q_29_main,0,29
5099,trainval,q_2_main,1,30
5099,trainval,q_30_main,0,30
5099,trainval,q_3_main,1,30
5099,trainval,q_4_main,1,29
5099,trainval,q_5_main,0,29
5099,trainval,q_6_main,1,30
5099,trainval,q_7_main,1,29
5099,trainval,q_8_main,0,30
5099,trainval,q_9_main,1,29
5124,trainval,q_10_main,0,29
5124,trainval,q_11_main,1,29
5124,trainval,q_12_main,0,30
5124,trainval,q_13_main,1,29
5124,trainval,q_14_main,0,28
5124,trainval,q_15_main,1,29
5124,trainval,q_16_main,0,29
5124,trainval,q_17_main,0,30
5124,trainval,q_18_main,0,30
5124,trainval,q_19_main,0,29
5124,trainval,q_1_main,0,30
5124,trainval,q_20_main,0,30
5124,trainval,q_21_main,0,28
5124,trainval,q_22_main,1,29
5124,trainval,q_23_main,0,30
5124,trainval,q_24_main,0,29
5124,trainval,q_25_main,1,30
5124,trainval,q_26_main,0,28
5124,trainval,q_27_main,1,30
5124,trainval,q_28_main,1,28
5124,trainval,q_29_main,0,30
5124,trainval,q_2_main,1,29
5124,trainval,q_30_main,0,29
5124,trainval,q_3_main,1,30
5124,trainval,q_4_main,0,30
5124,trainval,q_5_main,0,30
5124,trainval,q_6_main,1,30
5124,trainval,q_7_main,1,30
5124,trainval,q_8_main,0,30
5124,trainval,q_9_main,0,29
5233,trainval,q_10_main,1,30
5233,trainval,q_11_main,1,29
5233,trainval,q_12_main,1,30
5233,trainval,q_13_main,1,30
5233,trainval,q_14_main,0,29
5233,trainval,q_15_main,1,28
5233,trainval,q_16_main,1,30
5233,trainval,q_17_main,0,29
5233,trainval,q_18_main,0,29
5233,trainval,q_19_main,0,30
5233,trainval,q_1_main,0,28
5233,trainval,q_20_main,0,29
5233,trainval,q_21_main,1,29
5233,trainval,q_22_main,1,30
5233,trainval,q_23_main,1,29
5233,trainval,q_24_main,1,29
5233,trainval,q_25_main,0,30
5233,trainval,q_26_main,1,30
5233,trainval,q_27_main,0,30
5233,trainval,q_28_main,0,29
5233,trainval,q_29_main,0,29
5233,trainval,q_2_main,1,29
5233,trainval,q_30_main,0,28
5233,trainval,q_3_main,1,30
5233,trainval,q_4_main,1,29
5233,trainval,q_5_main,0,30
5233,trainval,q_6_main,1,30
5233,trainval,q_7_main,1,30
5233,trainval,q_8_main,1,29
5233,trainval,q_9_main,1,30
5310,trainval,q_10_main,0,29
5310,trainval,q_11_main,1,30
5310,trainval,q_12_main,1,29
5310,trainval,q_13_main,1,30
5310,trainval,q_14_main,0,30
5310,trainval,q_15_main,1,30
5310,trainval,q_16_main,1,29
5310,trainval,q_17_main,1,30
5310,trainval,q_18_main,1,29
5310,trainval,q_19_main,1,30
5310,trainval,q_1_main,0,30
5310,trainval,q_20_main,0,29
5310,trainval,q_21_main,1,30
5310,trainval,q_22_main,1,29
5310,trainval,q_23_main,1,29
5310,trainval,q_24_main,1,29
5310,trainval,q_25_main,0,29
5310,trainval,q_26_main,0,30
5310,trainval,q_27_main,1,29
5310,trainval,q_28_main,0,29
5310,trainval,q_29_main,0,28
5310,trainval,q_2_main,1,30
5310,trainval,q_30_main,0,29
5310,trainval,q_3_main,1,29
5310,trainval,q_4_main,0,29
5310,trainval,q_5_main,0,30
5310,trainval,q_6_main,1,29
5310,trainval,q_7_main,1,29
5310,trainval,q_8_main,0,29
5310,trainval,q_9_main,1,29
7136,trainval,q_10_main,1,30
7136,trainval,q_11_main,1,29
7136,trainval,q_12_main,1,30
7136,trainval,q_13_main,1,29
7136,trainval,q_14_main,0,29
7136,trainval,q_15_main,1,29
7136,trainval,q_16_main,1,30
7136,trainval,q_17_main,1,29
7136,trainval,q_18_main,1,30
7136,trainval,q_19_main,0,30
7136,trainval,q_1_main,0,28
7136,trainval,q_20_main,0,30
7136,trainval,q_21_main,0,29
7136,trainval,q_22_main,1,29
7136,trainval,q_23_main,0,30
7136,trainval,q_24_main,0,30
7136,trainval,q_25_main,0,30
7136,trainval,q_26_main,0,29
7136,trainval,q_27_main,1,29
7136,trainval,q_28_main,0,30
7136,trainval,q_29_main,0,29
7136,trainval,q_2_main,1,29
7136,trainval,q_30_main,0,29
7136,trainval,q_3_main,1,30
7136,trainval,q_4_main,1,29
7136,trainval,q_5_main,0,30
7136,trainval,q_6_main,0,30
7136,trainval,q_7_main,0,30
7136,trainval,q_8_main,0,30
7136,trainval,q_9_main,0,30
7797,trainval,q_10_main,0,29
7797,trainval,q_11_main,1,30
7797,trainval,q_12_main,1,30
7797,trainval,q_13_main,1,30
7797,trainval,q_14_main,0,28
7797,trainval,q_15_main,1,29
7797,trainval,q_16_main,1,29
7797,trainval,q_17_main,1,29
7797,trainval,q_18_main,0,30
7797,trainval,q_19_main,0,30
7797,trainval,q_1_main,0,29
7797,trainval,q_20_main,0,29
7797,trainval,q_21_main,0,29
7797,trainval,q_22_main,0,28
7797,trainval,q_23_main,0,29
7797,trainval,q_24_main,0,29
7797,trainval,q_25_main,0,30
7797,trainval,q_26_main,1,29
7797,trainval,q_27_main,1,30
7797,trainval,q_28_main,1,29
7797,trainval,q_29_main,0,29
7797,trainval,q_2_main,1,29
7797,trainval,q_30_main,0,29
7797,trainval,q_3_main,1,30
7797,trainval,q_4_main,1,29
7797,trainval,q_5_main,0,30
7797,trainval,q_6_main,0,30
7797,trainval,q_7_main,1,30
7797,trainval,q_8_main,0,29
7797,trainval,q_9_main,1,29
8184,trainval,q_10_main,0,30
8184,trainval,q_11_main,0,29
8184,trainval,q_12_main,0,30
8184,trainval,q_13_main,0,30
8184,trainval,q_14_main,0,29
8184,trainval,q_15_main,1,29
8184,trainval,q_16_main,1,30
8184,trainval,q_17_main,1,29
8184,trainval,q_18_main,0,30
8184,trainval,q_19_main,0,30
8184,trainval,q_1_main,0,29
8184,trainval,q_20_main,0,29
8184,trainval,q_21_main,0,29
8184,trainval,q_22_main,0,29
8184,trainval,q_23_main,0,30
8184,trainval,q_24_main,0,30
8184,trainval,q_25_main,0,30
8184,trainval,q_26_main,0,30
8184,trainval,q_27_main,0,29
8184,trainval,q_28_main,0,29
8184,trainval,q_29_main,0,29
8184,trainval,q_2_main,1,30
8184,trainval,q_30_main,0,29
8184,trainval,q_3_main,1,30
8184,trainval,q_4_main,1,30
8184,trainval,q_5_main,0,30
8184,trainval,q_6_main,1,30
8184,trainval,q_7_main,1,30
8184,trainval,q_8_main,0,30
8184,trainval,q_9_main,1,29
8758,trainval,q_10_main,1,30
8758,trainval,q_11_main,1,28
8758,trainval,q_12_main,1,30
8758,trainval,q_13_main,1,30
8758,trainval,q_14_main,0,29
8758,trainval,q_15_main,1,29
8758,trainval,q_16_main,1,29
8758,trainval,q_17_main,1,29
8758,trainval,q_18_main,1,30
8758,trainval,q_19_main,1,28
8758,trainval,q_1_main,1,30
8758,trainval,q_20_main,0,28
8758,trainval,q_21_main,1,30
8758,trainval,q_22_main,1,29
8758,trainval,q_23_main,0,29
8758,trainval,q_24_main,0,29
8758,trainval,q_25_main,0,29
8758,trainval,q_26_main,0,29
8758,trainval,q_27_main,1,30
8758,trainval,q_28_main,0,30
8758,trainval,q_29_main,0,30
8758,trainval,q_2_main,1,28
8758,trainval,q_30_main,0,30
8758,trainval,q_3_main,1,30
8758,trainval,q_4_main,0,29
8758,trainval,q_5_main,0,30
8758,trainval,q_6_main,1,29
8758,trainval,q_7_main,1,30
8758,trainval,q_8_main,0,30
8758,trainval,q_9_main,1,29
9055,trainval,q_10_main,0,29
9055,trainval,q_11_main,1,28
9055,trainval,q_13_main,1,30
9055,trainval,q_14_main,0,30
9055,trainval,q_15_main,1,28
9055,trainval,q_16_main,1,30
9055,trainval,q_17_main,0,29
9055,trainval,q_18_main,0,29
9055,trainval,q_19_main,1,30
9055,trainval,q_1_main,0,29
9055,trainval,q_20_main,0,29
9055,trainval,q_21_main,1,30
9055,trainval,q_22_main,1,29
9055,trainval,q_23_main,0,29
9055,trainval,q_24_main,0,29
9055,trainval,q_25_main,1,30
9055,trainval,q_26_main,0,29
9055,trainval,q_27_main,1,29
9055,trainval,q_28_main,1,30
9055,trainval,q_2_main,1,30
9055,trainval,q_3_main,1,29
9055,trainval,q_4_main,0,30
9055,trainval,q_5_main,0,29
9055,trainval,q_6_main,0,30
9055,trainval,q_7_main,1,30
9055,trainval,q_8_main,1,29
9055,trainval,q_9_main,0,29
9385,trainval,q_10_main,0,29
9385,trainval,q_11_main,1,30
9385,trainval,q_12_main,1,30
9385,trainval,q_13_main,0,30
9385,trainval,q_14_main,1,30
9385,trainval,q_15_main,1,30
9385,trainval,q_16_main,1,30
9385,trainval,q_17_main,0,30
9385,trainval,q_18_main,0,29
9385,trainval,q_19_main,1,30
9385,trainval,q_1_main,0,30
9385,trainval,q_20_main,0,30
9385,trainval,q_21_main,0,29
9385,trainval,q_22_main,0,30
9385,trainval,q_23_main,0,30
9385,trainval,q_24_main,0,29
9385,trainval,q_25_main,0,29
9385,trainval,q_26_main,0,29
9385,trainval,q_27_main,1,30
9385,trainval,q_28_main,1,30
9385,trainval,q_29_main,0,29
9385,trainval,q_2_main,1,29
9385,trainval,q_30_main,0,30
9385,trainval,q_3_main,1,30
9385,trainval,q_4_main,1,30
9385,trainval,q_5_main,0,30
9385,trainval,q_6_main,1,30
9385,trainval,q_7_main,1,30
9385,trainval,q_8_main,0,30
9385,trainval,q_9_main,1,30
9777,trainval,q_10_main,0,30
9777,trainval,q_11_main,1,29
9777,trainval,q_12_main,1,29
9777,trainval,q_13_main,0,30
9777,trainval,q_14_main,0,29
9777,trainval,q_15_main,1,29
9777,trainval,q_16_main,1,29
9777,trainval,q_17_main,1,27
9777,trainval,q_18_main,0,29
9777,trainval,q_19_main,1,29
9777,trainval,q_1_main,0,30
9777,trainval,q_20_main,0,30
9777,trainval,q_21_main,0,30
9777,trainval,q_22_main,1,30
9777,trainval,q_23_main,0,29
9777,trainval,q_24_main,0,30
9777,trainval,q_25_main,0,29
9777,trainval,q_26_main,1,30
9777,trainval,q_27_main,1,29
9777,trainval,q_28_main,0,29
9777,trainval,q_29_main,0,29
9777,trainval,q_2_main,1,29
9777,trainval,q_30_main,0,30
9777,trainval,q_3_main,1,29
9777,trainval,q_4_main,1,30
9777,trainval,q_5_main,0,29
9777,trainval,q_6_main,1,29
9777,trainval,q_7_main,1,29
9777,trainval,q_8_main,0,29
9777,trainval,q_9_main,0,29
9941,trainval,q_10_main,0,29
9941,trainval,q_11_main,1,28
9941,trainval,q_12_main,0,29
9941,trainval,q_13_main,1,29
9941,trainval,q_14_main,0,29
9941,trainval,q_15_main,1,29
9941,trainval,q_16_main,1,30
9941,trainval,q_17_main,1,29
9941,trainval,q_18_main,0,29
9941,trainval,q_19_main,0,30
9941,trainval,q_1_main,0,28
9941,trainval,q_20_main,0,30
9941,trainval,q_21_main,0,28
9941,trainval,q_22_main,1,30
9941,trainval,q_23_main,0,30
9941,trainval,q_24_main,0,28
9941,trainval,q_25_main,0,29
9941,trainval,q_26_main,1,28
9941,trainval,q_27_main,1,27
9941,trainval,q_28_main,0,29
9941,trainval,q_29_main,0,29
9941,trainval,q_2_main,1,29
9941,trainval,q_30_main,1,28
9941,trainval,q_3_main,1,28
9941,trainval,q_4_main,0,29
9941,trainval,q_5_main,0,29
9941,trainval,q_6_main,0,30
9941,trainval,q_7_main,1,29
9941,trainval,q_8_main,0,30
9941,trainval,q_9_main,1,29
2313,test,q_10_main,0,30
2313,test,q_11_main,1,29
2313,test,q_12_main,1,30
2313,test,q_13_main,0,30
2313,test,q_14_main,0,29
2313,test,q_15_main,1,30
2313,test,q_16_main,1,30
2313,test,q_17_main,1,29
2313,test,q_18_main,0,29
2313,test,q_19_main,1,29
2313,test,q_1_main,0,30
2313,test,q_20_main,0,29
2313,test,q_21_main,0,30
2313,test,q_22_main,0,30
2313,test,q_23_main,0,30
2313,test,q_24_main,1,30
2313,test,q_25_main,0,30
2313,test,q_26_main,0,30
2313,test,q_27_main,0,29
2313,test,q_28_main,0,30
2313,test,q_29_main,1,29
2313,test,q_2_main,1,30
2313,test,q_30_main,0,30
2313,test,q_3_main,1,30
2313,test,q_4_main,1,30
2313,test,q_5_main,0,30
2313,test,q_6_main,1,30
2313,test,q_7_main,1,30
2313,test,q_8_main,0,30
2313,test,q_9_main,0,30
5009,test,q_10_main,0,28
5009,test,q_11_main,1,29
5009,test,q_12_main,1,30
5009,test,q_13_main,0,30
5009,test,q_14_main,0,29
5009,test,q_15_main,1,29
5009,test,q_16_main,1,30
5009,test,q_17_main,0,28
5009,test,q_18_main,0,29
5009,test,q_19_main,1,30
5009,test,q_1_main,0,28
5009,test,q_20_main,0,29
5009,test,q_21_main,0,29
5009,test,q_22_main,0,29
5009,test,q_23_main,0,30
5009,test,q_24_main,0,29
5009,test,q_25_main,1,29
5009,test,q_26_main,0,29
5009,test,q_27_main,1,29
5009,test,q_28_main,1,30
5009,test,q_29_main,0,29
5009,test,q_2_main,1,30
5009,test,q_30_main,0,29
5009,test,q_3_main,1,30
5009,test,q_4_main,0,29
5009,test,q_5_main,1,30
5009,test,q_6_main,1,28
5009,test,q_7_main,1,29
5009,test,q_8_main,0,29
5009,test,q_9_main,1,29
6488,test,q_10_main,0,30
6488,test,q_11_main,1,30
6488,test,q_12_main,0,29
6488,test,q_13_main,0,30
6488,test,q_14_main,1,29
6488,test,q_15_main,1,30
6488,test,q_16_main,1,30
6488,test,q_17_main,1,30
6488,test,q_18_main,0,29
6488,test,q_19_main,0,30
6488,test,q_1_main,1,29
6488,test,q_20_main,0,30
6488,test,q_21_main,1,30
6488,test,q_22_main,0,29
6488,test,q_23_main,1,30
6488,test,q_24_main,0,30
6488,test,q_25_main,0,30
6488,test,q_26_main,0,29
6488,test,q_27_main,1,29
6488,test,q_28_main,0,29
6488,test,q_29_main,0,29
6488,test,q_2_main,1,30
6488,test,q_30_main,0,30
6488,test,q_3_main,1,30
6488,test,q_4_main,0,29
6488,test,q_5_main,0,30
6488,test,q_6_main,0,30
6488,test,q_7_main,1,30
6488,test,q_8_main,0,30
6488,test,q_9_main,1,29
7782,test,q_10_main,0,29
7782,test,q_11_main,1,27
7782,test,q_12_main,0,29
7782,test,q_13_main,0,30
7782,test,q_14_main,0,30
7782,test,q_15_main,1,27
7782,test,q_16_main,1,29
7782,test,q_17_main,0,29
7782,test,q_18_main,0,29
7782,test,q_19_main,0,30
7782,test,q_1_main,0,30
7782,test,q_20_main,0,30
7782,test,q_21_main,0,29
7782,test,q_22_main,0,29
7782,test,q_23_main,0,29
7782,test,q_24_main,0,29
7782,test,q_25_main,0,29
7782,test,q_26_main,0,28
7782,test,q_27_main,0,30
7782,test,q_28_main,0,29
7782,test,q_29_main,0,29
7782,test,q_2_main,1,29
7782,test,q_30_main,0,29
7782,test,q_3_main,1,29
7782,test,q_4_main,1,30
7782,test,q_5_main,0,29
7782,test,q_6_main,0,29
7782,test,q_7_main,0,29
7782,test,q_8_main,0,29
7782,test,q_9_main,0,29
8436,test,q_10_main,0,30
8436,test,q_11_main,1,30
8436,test,q_12_main,1,29
8436,test,q_13_main,1,30
8436,test,q_14_main,0,29
8436,test,q_15_main,1,29
8436,test,q_16_main,1,30
8436,test,q_17_main,0,30
8436,test,q_18_main,0,30
8436,test,q_19_main,0,30
8436,test,q_1_main,0,29
8436,test,q_20_main,0,29
8436,test,q_21_main,1,30
8436,test,q_22_main,0,29
8436,test,q_23_main,1,30
8436,test,q_24_main,0,30
8436,test,q_25_main,0,30
8436,test,q_26_main,0,30
8436,test,q_27_main,1,29
8436,test,q_28_main,0,29
8436,test,q_29_main,0,30
8436,test,q_2_main,1,30
8436,test,q_30_main,1,29
8436,test,q_3_main,1,30
8436,test,q_4_main,1,28
8436,test,q_5_main,0,29
8436,test,q_6_main,0,30
8436,test,q_7_main,1,30
8436,test,q_8_main,1,29
8436,test,q_9_main,1,29
8786,test,q_10_main,0,29
8786,test,q_11_main,1,29
8786,test,q_12_main,1,29
8786,test,q_13_main,0,28
