participant_id,split,video_name,label,duration_s
1674,trainval,QID262,1,11.43
1674,trainval,QID268,1,14.93
1674,trainval,QID304,1,9.93
1674,trainval,QID382,1,22.43
1674,trainval,QID388,1,21.33
1674,trainval,QID394,1,15.63
1674,trainval,QID406,1,14.23
1674,trainval,QID418,1,10.33
1674,trainval,QID430,1,26.13
1674,trainval,QID436,1,17.53
1674,trainval,QID460,1,15.33
1674,trainval,QID466,1,9.43
1674,trainval,QID609,1,18.13
1674,trainval,QID616,1,18.43
1674,trainval,QID623,1,18.23
1674,trainval,QID630,1,15.63
1674,trainval,QID637,1,9.23
1674,trainval,QID651,1,12.33
1674,trainval,QID658,1,13.73
1674,trainval,QID665,1,17.13
1674,trainval,QID679,1,6.33
1674,trainval,QID686,0,21.63
1674,trainval,QID700,0,27.63
1674,trainval,QID707,0,34.23
1674,trainval,QID714,0,10.03
1674,trainval,QID721,0,9.33
2144,trainval,QID106,1,15.37
2144,trainval,QID119,1,12.43
2144,trainval,QID130,1,24.03
2144,trainval,QID160,1,24.97
2144,trainval,QID196,1,9.4
2144,trainval,QID214,1,22.3
2144,trainval,QID220,1,17.83
2144,trainval,QID226,1,11.27
2144,trainval,QID244,1,16.73
2144,trainval,QID262,1,13.67
2144,trainval,QID268,1,12.2
2144,trainval,QID304,1,11.87
2144,trainval,QID310,1,13.47
2144,trainval,QID322,1,16.83
2144,trainval,QID346,1,17.3
2144,trainval,QID382,1,22.17
2144,trainval,QID394,1,18.17
2144,trainval,QID406,1,10.5
2144,trainval,QID418,1,10.23
2144,trainval,QID430,1,25.0
2144,trainval,QID466,1,13.03
2144,trainval,QID616,1,17.97
2144,trainval,QID623,1,19.57
2144,trainval,QID637,1,11.8
2144,trainval,QID651,1,12.13
2144,trainval,QID679,1,6.1
2144,trainval,QID686,0,21.53
2144,trainval,QID700,0,25.73
2144,trainval,QID707,0,33.57
2144,trainval,QID714,0,9.93
2144,trainval,QID721,0,10.9
2206,trainval,QID106,1,16.57
2206,trainval,QID119,1,11.83
2206,trainval,QID130,1,24.5
2206,trainval,QID160,1,23.83
2206,trainval,QID196,1,10.27
2206,trainval,QID214,1,21.5
2206,trainval,QID220,1,17.77
2206,trainval,QID226,1,12.07
2206,trainval,QID244,1,16.4
2206,trainval,QID262,1,13.93
2206,trainval,QID268,1,16.57
2206,trainval,QID286,1,19.4
2206,trainval,QID304,1,10.93
2206,trainval,QID310,1,12.97
2206,trainval,QID322,1,16.8
2206,trainval,QID346,1,16.03
2206,trainval,QID382,1,22.33
2206,trainval,QID388,1,25.6
2206,trainval,QID394,1,12.1
2206,trainval,QID406,1,10.57
2206,trainval,QID418,1,10.27
2206,trainval,QID430,1,25.03
2206,trainval,QID436,1,17.2
2206,trainval,QID466,1,12.37
2206,trainval,QID609,1,19.33
2206,trainval,QID616,1,17.9
2206,trainval,QID623,1,16.63
2206,trainval,QID637,1,12.57
2206,trainval,QID651,1,12.2
2206,trainval,QID658,1,15.87
2206,trainval,QID679,1,6.13
2206,trainval,QID686,0,21.57
2206,trainval,QID700,0,25.8
2206,trainval,QID707,0,33.67
2206,trainval,QID714,0,11.37
2206,trainval,QID721,0,10.1
2485,trainval,QID106,1,14.73
2485,trainval,QID130,1,29.9
2485,trainval,QID160,1,27.0
2485,trainval,QID196,1,16.03
2485,trainval,QID214,1,20.77
2485,trainval,QID220,1,18.7
2485,trainval,QID226,1,11.5
2485,trainval,QID244,1,17.4
2485,trainval,QID268,1,16.63
2485,trainval,QID304,1,16.03
2485,trainval,QID310,1,12.37
2485,trainval,QID322,1,19.17
2485,trainval,QID346,1,18.13
2485,trainval,QID382,1,23.7
2485,trainval,QID388,1,20.93
2485,trainval,QID406,1,10.67
2485,trainval,QID418,1,10.17
2485,trainval,QID430,1,24.93
2485,trainval,QID609,1,18.7
2485,trainval,QID616,1,18.73
2485,trainval,QID623,1,16.77
2485,trainval,QID637,1,13.27
2485,trainval,QID651,1,12.2
2485,trainval,QID658,1,13.57
2485,trainval,QID679,1,7.57
2485,trainval,QID686,0,21.57
2485,trainval,QID700,0,25.73
2485,trainval,QID707,0,33.57
2485,trainval,QID714,0,11.27
2485,trainval,QID721,0,9.5
2568,trainval,QID106,1,10.7
2568,trainval,QID119,1,12.03
2568,trainval,QID130,1,23.03
2568,trainval,QID160,1,23.83
2568,trainval,QID196,1,9.83
2568,trainval,QID214,1,20.63
2568,trainval,QID220,1,15.13
2568,trainval,QID226,1,11.27
2568,trainval,QID244,1,14.43
2568,trainval,QID262,1,13.43
2568,trainval,QID268,1,16.33
2568,trainval,QID286,1,20.63
2568,trainval,QID304,1,13.33
2568,trainval,QID310,1,11.77
2568,trainval,QID322,1,13.63
2568,trainval,QID346,1,14.9
2568,trainval,QID382,1,22.27
2568,trainval,QID388,1,24.27
2568,trainval,QID394,1,14.1
2568,trainval,QID406,1,10.43
2568,trainval,QID418,1,10.3
2568,trainval,QID430,1,25.1
2568,trainval,QID436,1,16.57
2568,trainval,QID466,1,10.57
2568,trainval,QID609,1,20.23
2568,trainval,QID616,1,17.2
2568,trainval,QID623,1,16.73
2568,trainval,QID637,1,12.0
2568,trainval,QID651,1,12.27
2568,trainval,QID658,1,14.03
2568,trainval,QID665,1,17.3
2568,trainval,QID679,1,6.4
2568,trainval,QID686,0,21.57
2568,trainval,QID700,0,25.87
2568,trainval,QID707,0,33.67
2568,trainval,QID714,0,10.07
2568,trainval,QID721,0,9.23
2615,trainval,QID106,1,10.87
2615,trainval,QID119,1,7.8
2615,trainval,QID130,1,23.07
2615,trainval,QID160,1,23.93
2615,trainval,QID178,1,13.17
2615,trainval,QID190,1,15.63
2615,trainval,QID196,1,9.6
2615,trainval,QID214,1,19.17
2615,trainval,QID220,1,15.13
2615,trainval,QID226,1,11.43
2615,trainval,QID238,1,13.97
2615,trainval,QID244,1,13.33
2615,trainval,QID256,1,11.63
2615,trainval,QID262,1,10.0
2615,trainval,QID268,1,12.3
2615,trainval,QID286,1,15.63
2615,trainval,QID304,1,9.83
2615,trainval,QID310,1,8.83
2615,trainval,QID322,1,13.03
2615,trainval,QID346,1,15.0
2615,trainval,QID382,1,22.37
2615,trainval,QID388,1,21.13
2615,trainval,QID394,1,12.23
2615,trainval,QID406,1,10.5
2615,trainval,QID418,1,10.37
2615,trainval,QID430,1,25.2
2615,trainval,QID436,1,10.83
2615,trainval,QID460,1,10.67
2615,trainval,QID466,1,9.4
2615,trainval,QID609,1,15.93
2615,trainval,QID616,1,13.77
2615,trainval,QID623,1,13.13
2615,trainval,QID630,1,15.6
2615,trainval,QID637,1,8.4
2615,trainval,QID651,1,12.37
2615,trainval,QID658,1,9.17
2615,trainval,QID665,1,11.67
2615,trainval,QID672,1,6.7
2615,trainval,QID679,1,6.23
2615,trainval,QID686,0,21.67
2615,trainval,QID700,0,25.93
2615,trainval,QID707,0,33.73
2615,trainval,QID714,0,10.13
2615,trainval,QID721,0,9.27
2733,trainval,QID106,1,15.27
2733,trainval,QID119,1,11.9
2733,trainval,QID130,1,23.03
2733,trainval,QID160,1,23.87
2733,trainval,QID196,1,9.7
2733,trainval,QID214,1,21.87
2733,trainval,QID220,1,15.2
2733,trainval,QID226,1,11.33
2733,trainval,QID244,1,14.8
2733,trainval,QID262,1,14.43
2733,trainval,QID268,1,16.1
2733,trainval,QID286,1,17.13
2733,trainval,QID304,1,12.23
2733,trainval,QID310,1,12.87
2733,trainval,QID322,1,16.77
2733,trainval,QID346,1,15.6
2733,trainval,QID382,1,22.3
2733,trainval,QID388,1,23.73
2733,trainval,QID394,1,16.57
2733,trainval,QID406,1,11.23
2733,trainval,QID418,1,10.33
2733,trainval,QID430,1,25.1
2733,trainval,QID466,1,13.9
2733,trainval,QID609,1,19.33
2733,trainval,QID616,1,15.43
2733,trainval,QID623,1,16.6
2733,trainval,QID630,1,19.63
2733,trainval,QID637,1,10.83
2733,trainval,QID651,1,12.9
2733,trainval,QID658,1,14.07
2733,trainval,QID665,1,11.9
2733,trainval,QID679,1,6.2
2733,trainval,QID686,0,21.6
2733,trainval,QID700,0,25.87
2733,trainval,QID707,0,33.77
2733,trainval,QID714,0,11.8
2733,trainval,QID721,0,10.13
2767,trainval,QID119,1,14.37
2767,trainval,QID130,1,24.47
2767,trainval,QID196,1,9.43
2767,trainval,QID226,1,11.3
2767,trainval,QID262,1,16.17
2767,trainval,QID304,1,16.33
2767,trainval,QID310,1,13.47
2767,trainval,QID346,1,18.87
2767,trainval,QID382,1,28.37
2767,trainval,QID406,1,10.4
2767,trainval,QID418,1,10.27
2767,trainval,QID430,1,25.1
2767,trainval,QID637,1,13.03
2767,trainval,QID651,1,12.17
2767,trainval,QID679,1,6.13
2767,trainval,QID686,0,28.0
2767,trainval,QID700,0,25.8
2767,trainval,QID707,0,33.7
2767,trainval,QID714,0,13.77
2767,trainval,QID721,0,12.97
3367,trainval,QID106,1,13.03
3367,trainval,QID119,1,13.43
3367,trainval,QID130,1,23.7
3367,trainval,QID196,1,9.5
3367,trainval,QID214,1,24.2
3367,trainval,QID220,1,18.73
3367,trainval,QID226,1,11.33
3367,trainval,QID244,1,13.27
3367,trainval,QID262,1,12.1
3367,trainval,QID304,1,10.17
3367,trainval,QID310,1,9.27
3367,trainval,QID382,1,22.93
3367,trainval,QID406,1,11.0
3367,trainval,QID418,1,10.33
3367,trainval,QID430,1,25.1
3367,trainval,QID436,1,13.27
3367,trainval,QID466,1,15.07
3367,trainval,QID616,1,17.47
3367,trainval,QID637,1,10.23
3367,trainval,QID651,1,12.27
3367,trainval,QID658,1,11.37
3367,trainval,QID679,1,6.2
3367,trainval,QID686,0,21.6
3367,trainval,QID700,0,25.87
3367,trainval,QID707,0,33.73
3367,trainval,QID714,0,10.37
3367,trainval,QID721,0,9.23
3537,trainval,QID119,1,11.6
3537,trainval,QID130,1,29.23
3537,trainval,QID160,1,28.9
3537,trainval,QID196,1,10.2
3537,trainval,QID220,1,18.63
3537,trainval,QID244,1,17.0
3537,trainval,QID262,1,15.8
3537,trainval,QID268,1,15.83
3537,trainval,QID304,1,10.93
3537,trainval,QID310,1,12.53
3537,trainval,QID322,1,17.23
3537,trainval,QID346,1,18.0
3537,trainval,QID382,1,22.27
3537,trainval,QID388,1,27.3
3537,trainval,QID418,1,10.27
3537,trainval,QID430,1,32.0
3537,trainval,QID466,1,14.33
3537,trainval,QID616,1,18.3
3537,trainval,QID623,1,17.3
3537,trainval,QID651,1,12.2
3537,trainval,QID679,1,6.13
3537,trainval,QID686,0,24.53
3537,trainval,QID700,0,25.8
3537,trainval,QID707,0,33.7
3537,trainval,QID714,0,12.9
3537,trainval,QID721,0,14.0
4195,trainval,QID106,1,14.7
4195,trainval,QID119,1,11.93
4195,trainval,QID130,1,23.4
4195,trainval,QID160,1,23.8
4195,trainval,QID190,1,22.0
4195,trainval,QID196,1,9.8
4195,trainval,QID214,1,19.5
4195,trainval,QID220,1,17.53
4195,trainval,QID226,1,11.23
4195,trainval,QID244,1,13.5
4195,trainval,QID262,1,12.93
4195,trainval,QID268,1,12.17
4195,trainval,QID274,1,20.57
4195,trainval,QID286,1,17.03
4195,trainval,QID304,1,10.77
4195,trainval,QID310,1,11.93
4195,trainval,QID322,1,14.1
4195,trainval,QID346,1,14.8
4195,trainval,QID382,1,22.37
4195,trainval,QID388,1,23.5
4195,trainval,QID394,1,14.13
4195,trainval,QID406,1,10.37
4195,trainval,QID418,1,10.23
4195,trainval,QID430,1,25.0
4195,trainval,QID436,1,17.67
4195,trainval,QID460,1,17.33
4195,trainval,QID466,1,9.7
4195,trainval,QID609,1,19.7
4195,trainval,QID616,1,15.47
4195,trainval,QID623,1,12.97
4195,trainval,QID630,1,22.27
4195,trainval,QID637,1,8.27
4195,trainval,QID651,1,19.07
4195,trainval,QID658,1,13.37
4195,trainval,QID679,1,6.1
4195,trainval,QID700,0,25.8
4195,trainval,QID707,0,33.63
4195,trainval,QID714,0,11.03
4195,trainval,QID721,0,11.13
4297,trainval,QID106,1,10.97
4297,trainval,QID119,1,11.87
4297,trainval,QID160,1,25.3
4297,trainval,QID178,1,17.6
4297,trainval,QID190,1,16.6
4297,trainval,QID196,1,10.0
4297,trainval,QID214,1,20.77
4297,trainval,QID220,1,15.23
4297,trainval,QID226,1,11.37
4297,trainval,QID238,1,14.23
4297,trainval,QID244,1,17.83
4297,trainval,QID262,1,11.17
4297,trainval,QID268,1,16.27
4297,trainval,QID274,1,17.93
4297,trainval,QID286,1,17.73
4297,trainval,QID304,1,12.43
4297,trainval,QID310,1,8.77
4297,trainval,QID322,1,13.93
4297,trainval,QID346,1,15.17
4297,trainval,QID382,1,22.47
4297,trainval,QID388,1,22.8
4297,trainval,QID394,1,12.5
4297,trainval,QID406,1,10.43
4297,trainval,QID418,1,10.6
4297,trainval,QID430,1,25.13
4297,trainval,QID460,1,10.7
4297,trainval,QID466,1,9.5
4297,trainval,QID609,1,15.83
4297,trainval,QID616,1,14.03
4297,trainval,QID623,1,13.7
4297,trainval,QID630,1,15.53
4297,trainval,QID637,1,10.03
4297,trainval,QID651,1,12.3
4297,trainval,QID658,1,9.0
4297,trainval,QID665,1,13.1
4297,trainval,QID679,1,6.3
4297,trainval,QID686,0,21.67
4297,trainval,QID700,0,25.97
4297,trainval,QID707,0,33.73
4297,trainval,QID714,0,15.2
4297,trainval,QID721,0,9.37
4456,trainval,QID106,1,9.73
4456,trainval,QID119,1,6.77
4456,trainval,QID130,1,22.03
4456,trainval,QID160,1,22.9
4456,trainval,QID178,1,12.13
4456,trainval,QID190,1,14.67
4456,trainval,QID196,1,8.53
4456,trainval,QID214,1,21.1
4456,trainval,QID220,1,13.9
4456,trainval,QID226,1,10.3
4456,trainval,QID238,1,12.93
4456,trainval,QID244,1,12.37
4456,trainval,QID256,1,10.7
4456,trainval,QID262,1,8.87
4456,trainval,QID268,1,11.33
4456,trainval,QID274,1,13.27
4456,trainval,QID286,1,14.6
4456,trainval,QID304,1,7.8
4456,trainval,QID310,1,7.83
4456,trainval,QID322,1,12.07
4456,trainval,QID346,1,14.0
4456,trainval,QID382,1,21.4
4456,trainval,QID388,1,20.1
4456,trainval,QID394,1,11.3
4456,trainval,QID406,1,9.4
4456,trainval,QID418,1,9.47
4456,trainval,QID430,1,23.9
4456,trainval,QID436,1,9.83
4456,trainval,QID460,1,9.6
4456,trainval,QID466,1,8.43
4456,trainval,QID609,1,14.87
4456,trainval,QID616,1,12.8
4456,trainval,QID623,1,11.8
4456,trainval,QID630,1,14.63
4456,trainval,QID637,1,7.1
4456,trainval,QID651,1,11.33
4456,trainval,QID658,1,8.13
4456,trainval,QID665,1,10.77
4456,trainval,QID672,1,5.73
4456,trainval,QID679,1,5.37
4456,trainval,QID686,0,20.67
4456,trainval,QID700,0,24.73
4456,trainval,QID707,0,32.77
4456,trainval,QID714,0,9.23
4456,trainval,QID721,0,8.37
4667,trainval,QID106,1,11.03
4667,trainval,QID119,1,8.4
4667,trainval,QID130,1,28.27
4667,trainval,QID160,1,23.93
4667,trainval,QID196,1,9.47
4667,trainval,QID214,1,19.87
4667,trainval,QID226,1,11.27
4667,trainval,QID244,1,14.4
4667,trainval,QID256,1,17.7
4667,trainval,QID262,1,11.33
4667,trainval,QID268,1,15.37
4667,trainval,QID274,1,17.77
4667,trainval,QID286,1,19.57
4667,trainval,QID304,1,9.93
4667,trainval,QID310,1,11.57
4667,trainval,QID322,1,15.77
4667,trainval,QID346,1,15.1
4667,trainval,QID382,1,22.8
4667,trainval,QID388,1,21.03
4667,trainval,QID406,1,10.47
4667,trainval,QID418,1,10.33
4667,trainval,QID430,1,25.13
4667,trainval,QID436,1,16.57
4667,trainval,QID460,1,16.37
4667,trainval,QID466,1,12.57
4667,trainval,QID609,1,16.03
4667,trainval,QID616,1,16.77
4667,trainval,QID623,1,13.7
4667,trainval,QID630,1,19.63
4667,trainval,QID637,1,8.33
4667,trainval,QID651,1,12.6
4667,trainval,QID679,1,6.2
4667,trainval,QID686,0,21.93
4667,trainval,QID700,0,25.87
4667,trainval,QID707,0,33.83
4667,trainval,QID714,0,10.13
4667,trainval,QID721,0,9.6
4806,trainval,QID106,1,16.4
4806,trainval,QID119,1,11.53
4806,trainval,QID160,1,24.47
4806,trainval,QID190,1,21.93
4806,trainval,QID196,1,10.57
4806,trainval,QID226,1,13.43
4806,trainval,QID244,1,16.17
4806,trainval,QID262,1,15.37
4806,trainval,QID274,1,20.83
4806,trainval,QID304,1,12.5
4806,trainval,QID310,1,10.7
4806,trainval,QID322,1,15.43
4806,trainval,QID406,1,15.4
4806,trainval,QID466,1,12.77
4806,trainval,QID616,1,17.2
4806,trainval,QID630,1,22.0
4806,trainval,QID637,1,13.9
4806,trainval,QID658,1,14.53
4806,trainval,QID679,1,6.73
4806,trainval,QID686,0,24.83
4806,trainval,QID707,0,37.57
4806,trainval,QID714,0,11.37
4807,trainval,QID106,1,10.73
4807,trainval,QID119,1,7.63
4807,trainval,QID130,1,22.97
4807,trainval,QID160,1,23.83
4807,trainval,QID178,1,12.97
4807,trainval,QID190,1,15.37
4807,trainval,QID196,1,9.37
4807,trainval,QID214,1,18.93
4807,trainval,QID220,1,15.0
4807,trainval,QID226,1,11.23
4807,trainval,QID244,1,13.2
4807,trainval,QID256,1,11.43
4807,trainval,QID262,1,9.83
4807,trainval,QID268,1,12.17
4807,trainval,QID274,1,14.1
4807,trainval,QID286,1,15.4
4807,trainval,QID304,1,9.73
4807,trainval,QID310,1,8.63
4807,trainval,QID322,1,12.93
4807,trainval,QID346,1,14.8
4807,trainval,QID382,1,22.23
4807,trainval,QID388,1,21.03
4807,trainval,QID394,1,12.0
4807,trainval,QID406,1,10.37
4807,trainval,QID418,1,10.23
4807,trainval,QID430,1,25.03
4807,trainval,QID436,1,10.63
4807,trainval,QID460,1,10.57
4807,trainval,QID466,1,9.23
4807,trainval,QID609,1,19.47
4807,trainval,QID616,1,13.53
4807,trainval,QID623,1,12.93
4807,trainval,QID630,1,15.43
4807,trainval,QID637,1,8.23
4807,trainval,QID651,1,12.2
4807,trainval,QID658,1,8.93
4807,trainval,QID665,1,11.47
4807,trainval,QID672,1,6.53
4807,trainval,QID679,1,6.1
4807,trainval,QID686,0,21.53
4807,trainval,QID700,0,25.77
4807,trainval,QID707,0,33.63
4807,trainval,QID714,0,10.0
4807,trainval,QID721,0,9.13
4928,trainval,QID119,1,14.13
4928,trainval,QID130,1,23.33
4928,trainval,QID160,1,23.87
4928,trainval,QID196,1,13.7
4928,trainval,QID214,1,22.67
4928,trainval,QID220,1,18.43
4928,trainval,QID226,1,11.33
4928,trainval,QID268,1,17.37
4928,trainval,QID274,1,18.53
4928,trainval,QID286,1,19.2
4928,trainval,QID304,1,13.33
4928,trainval,QID322,1,16.77
4928,trainval,QID382,1,22.93
4928,trainval,QID394,1,16.4
4928,trainval,QID406,1,10.5
4928,trainval,QID418,1,10.33
4928,trainval,QID430,1,29.17
4928,trainval,QID436,1,16.9
4928,trainval,QID466,1,12.97
4928,trainval,QID609,1,17.0
4928,trainval,QID616,1,17.7
4928,trainval,QID623,1,16.77
4928,trainval,QID637,1,13.67
4928,trainval,QID651,1,12.27
4928,trainval,QID679,1,6.2
4928,trainval,QID686,0,21.63
4928,trainval,QID700,0,26.7
4928,trainval,QID707,0,33.73
4928,trainval,QID714,0,10.07
4928,trainval,QID721,0,9.47
5141,trainval,QID106,1,15.17
5141,trainval,QID119,1,9.2
5141,trainval,QID130,1,23.0
5141,trainval,QID160,1,23.8
5141,trainval,QID190,1,19.9
5141,trainval,QID196,1,9.4
5141,trainval,QID214,1,21.7
5141,trainval,QID220,1,17.1
5141,trainval,QID226,1,11.27
5141,trainval,QID244,1,16.67
5141,trainval,QID262,1,13.57
5141,trainval,QID268,1,16.4
5141,trainval,QID286,1,19.43
5141,trainval,QID304,1,10.97
5141,trainval,QID310,1,11.87
5141,trainval,QID322,1,17.2
5141,trainval,QID346,1,15.0
5141,trainval,QID382,1,22.27
5141,trainval,QID388,1,23.63
5141,trainval,QID394,1,16.07
5141,trainval,QID406,1,10.37
5141,trainval,QID418,1,10.27
5141,trainval,QID430,1,25.0
5141,trainval,QID436,1,17.57
5141,trainval,QID466,1,9.2
5141,trainval,QID609,1,19.0
5141,trainval,QID616,1,17.3
5141,trainval,QID637,1,9.2
5141,trainval,QID651,1,12.17
5141,trainval,QID665,1,17.63
5141,trainval,QID679,1,6.1
5141,trainval,QID686,0,21.53
5141,trainval,QID714,0,10.37
5141,trainval,QID721,0,9.53
5230,trainval,QID106,1,14.0
5230,trainval,QID130,1,23.03
5230,trainval,QID160,1,23.87
5230,trainval,QID178,1,13.13
5230,trainval,QID196,1,9.5
5230,trainval,QID214,1,20.73
5230,trainval,QID220,1,18.17
5230,trainval,QID226,1,11.33
5230,trainval,QID244,1,13.7
5230,trainval,QID262,1,12.93
5230,trainval,QID268,1,16.37
5230,trainval,QID274,1,16.33
5230,trainval,QID286,1,19.37
5230,trainval,QID304,1,13.57
5230,trainval,QID310,1,12.3
